item id,rating,movie title,genre
81,3.554545455,"Hudsucker Proxy, The (1994)",     Comedy         Romance    
82,3.720306513,Jurassic Park (1993), Action Adventure             Sci-Fi   
83,4.0625,Much Ado About Nothing (1993),     Comedy         Romance    
84,3,Robert A. Heinlein's The Puppet Masters (1994),           Horror    Sci-Fi   
85,3.034482759,"Ref, The (1994)",     Comedy             
86,3.94,"Remains of the Day, The (1993)",        Drama          
87,3.905797101,Searching for Bobby Fischer (1993),        Drama          
88,3.539906103,Sleepless in Seattle (1993),     Comedy         Romance    
89,4.138181818,Blade Runner (1982),          Film-Noir     Sci-Fi   
90,3.052631579,So I Married an Axe Murderer (1993),     Comedy         Romance  Thriller  
91,3.587412587,"Nightmare Before Christmas, The (1993)",    Childrens Comedy       Musical      
92,3.615384615,True Romance (1993), Action     Crime        Romance    
93,3.723214286,Welcome to the Dollhouse (1995),     Comedy   Drama          
94,3.087591241,Home Alone (1990),    Childrens Comedy             
95,3.812785388,Aladdin (1992),   Animation Childrens Comedy       Musical      
96,4.006779661,Terminator 2: Judgment Day (1991), Action              Sci-Fi Thriller  
97,3.79296875,Dances with Wolves (1990),  Adventure      Drama          Western
98,4.28974359,"Silence of the Lambs, The (1991)",        Drama        Thriller  
99,3.709302326,Snow White and the Seven Dwarfs (1937),   Animation Childrens        Musical      
100,4.155511811,Fargo (1996),      Crime  Drama        Thriller  
101,3.260273973,Heavy Metal (1981), Action Adventure Animation        Horror    Sci-Fi   
102,3.12962963,"Aristocats, The (1970)",   Animation Childrens              
103,1.866666667,All Dogs Go to Heaven 2 (1996),   Animation Childrens        Musical      
104,1.4,Theodore Rex (1995),     Comedy             
105,2.567567568,Sgt. Bilko (1996),     Comedy             
106,2.887323944,Diabolique (1996),        Drama        Thriller  
107,3.5,Moll Flanders (1996),        Drama          
108,3.076923077,Kids in the Hall: Brain Candy (1996),     Comedy             
109,3.430769231,Mystery Science Theater 3000: The Movie (1996),     Comedy          Sci-Fi   
110,2.516129032,Operation Dumbo Drop (1995), Action Adventure   Comedy            War 
111,3.485294118,"Truth About Cats & Dogs, The (1996)",     Comedy         Romance    
112,2.45,Flipper (1996),  Adventure  Childrens              
113,4.111111111,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",        Drama          
114,4.447761194,Wallace & Gromit: The Best of Aardman Animation (1996),   Animation               
115,3.733333333,"Haunted World of Edward D. Wood Jr., The (1995)",       Documentary           
116,3.824,Cold Comfort Farm (1995),     Comedy             
117,3.693121693,"Rock, The (1996)", Action Adventure              Thriller  
118,3.215017065,Twister (1996), Action Adventure              Thriller  
119,4.5,Maya Lin: A Strong Clear Vision (1994),       Documentary           
120,2.23880597,Striptease (1996),     Comedy Crime            
121,3.438228438,Independence Day (ID4) (1996), Action              Sci-Fi  War 
122,2.339622642,"Cable Guy, The (1996)",     Comedy             
123,3.234782609,"Frighteners, The (1996)",     Comedy      Horror       
124,4.053475936,Lone Star (1996),        Drama     Mystery     
125,3.557377049,Phenomenon (1996),        Drama      Romance    
126,3.804123711,"Spitfire Grill, The (1996)",        Drama          
127,4.283292978,"Godfather, The (1972)", Action     Crime  Drama          
128,3.538461538,Supercop (1992), Action               Thriller  
129,3.821705426,Bound (1996),      Crime  Drama      Romance  Thriller  
130,2.260869565,Kansas City (1996),      Crime            
131,3.726315789,Breakfast at Tiffany's (1961),        Drama      Romance    
132,4.077235772,"Wizard of Oz, The (1939)",  Adventure  Childrens    Drama    Musical      
133,3.871345029,Gone with the Wind (1939),        Drama      Romance   War 
134,4.292929293,Citizen Kane (1941),        Drama          
135,3.969111969,2001: A Space Odyssey (1968),        Drama     Mystery  Sci-Fi Thriller  
136,4.123809524,Mr. Smith Goes to Washington (1939),        Drama          
137,3.900584795,Big Night (1996),        Drama          
138,2.578947368,D3: The Mighty Ducks (1996),    Childrens Comedy             
139,2.78,"Love Bug, The (1969)",    Childrens Comedy             
140,3.213114754,Homeward Bound: The Incredible Journey (1993),  Adventure  Childrens              
141,3.5,"20,000 Leagues Under the Sea (1954)",  Adventure  Childrens     Fantasy      Sci-Fi   
142,3.070175439,Bedknobs and Broomsticks (1971),  Adventure  Childrens        Musical      
143,3.765765766,"Sound of Music, The (1965)",            Musical      
144,3.872427984,Die Hard (1988), Action               Thriller  
145,2.446153846,"Lawnmower Man, The (1992)", Action              Sci-Fi Thriller  
146,2.5,Unhook the Stars (1996),        Drama          
147,3.47027027,"Long Kiss Goodnight, The (1996)", Action               Thriller  
148,3.203125,"Ghost and the Darkness, The (1996)", Action Adventure                
149,3,Jude (1996),        Drama          
150,3.828025478,Swingers (1996),     Comedy   Drama          
151,3.63190184,Willy Wonka and the Chocolate Factory (1971),  Adventure  Childrens Comedy             
152,3.634146341,Sleeper (1973),     Comedy          Sci-Fi   
153,3.785425101,"Fish Called Wanda, A (1988)",     Comedy             
154,3.747126437,Monty Python's Life of Brian (1979),     Comedy             
155,3.102040816,Dirty Dancing (1987),            Musical  Romance    
156,3.986486486,Reservoir Dogs (1992),      Crime          Thriller  
157,3.692913386,Platoon (1986),        Drama         War 
158,2.616666667,Weekend at Bernie's (1989),     Comedy             
159,3.227722772,Basic Instinct (1992),             Mystery   Thriller  
160,3.463768116,Glengarry Glen Ross (1992),        Drama          
161,3.481818182,Top Gun (1986), Action             Romance    
162,3.556603774,On Golden Pond (1981),        Drama          
163,3.554347826,"Return of the Pink Panther, The (1974)",     Comedy             
164,3.589403974,"Abyss, The (1989)", Action Adventure             Sci-Fi Thriller  
165,4.109375,Jean de Florette (1986),        Drama          
166,4.120689655,Manon of the Spring (Manon des sources) (1986),        Drama          
167,2.955223881,Private Benjamin (1980),     Comedy             
168,4.066455696,Monty Python and the Holy Grail (1974),     Comedy             
169,4.466101695,"Wrong Trousers, The (1993)",   Animation  Comedy             
170,4.173553719,Cinema Paradiso (1988),     Comedy   Drama      Romance    
171,3.876923077,Delicatessen (1991),     Comedy          Sci-Fi   
172,4.204359673,"Empire Strikes Back, The (1980)", Action Adventure      Drama      Romance Sci-Fi  War 
173,4.172839506,"Princess Bride, The (1987)", Action Adventure   Comedy         Romance    
174,4.252380952,Raiders of the Lost Ark (1981), Action Adventure                
175,3.817307692,Brazil (1985),               Sci-Fi   
176,3.947183099,Aliens (1986), Action              Sci-Fi Thriller War 
177,3.861313869,"Good, The Bad and The Ugly, The (1966)", Action                 Western
178,4.344,12 Angry Men (1957),        Drama          
179,3.909502262,"Clockwork Orange, A (1971)",               Sci-Fi   
180,4.045248869,Apocalypse Now (1979),        Drama         War 
181,4.007889546,Return of the Jedi (1983), Action Adventure            Romance Sci-Fi  War 
182,3.951327434,GoodFellas (1990),      Crime  Drama          
183,4.034364261,Alien (1979), Action          Horror    Sci-Fi Thriller  
184,3.431034483,Army of Darkness (1993), Action Adventure   Comedy      Horror    Sci-Fi   
185,4.10041841,Psycho (1960),           Horror   Romance  Thriller  
186,3.836653386,"Blues Brothers, The (1980)", Action    Comedy       Musical      
187,4.186602871,"Godfather: Part II, The (1974)", Action     Crime  Drama          
188,3.682352941,Full Metal Jacket (1987), Action       Drama         War 
189,4.106060606,"Grand Day Out, A (1992)",   Animation  Comedy             
190,4.137096774,Henry V (1989),        Drama         War 
191,4.163043478,Amadeus (1984),        Drama     Mystery     
192,4.120689655,Raging Bull (1980),        Drama          
193,3.917197452,"Right Stuff, The (1983)",        Drama          
194,4.058091286,"Sting, The (1973)",     Comedy Crime            
195,3.933554817,"Terminator, The (1984)", Action              Sci-Fi Thriller  
196,3.916334661,Dead Poets Society (1989),        Drama          
197,4.10460251,"Graduate, The (1967)",        Drama      Romance    
198,4.007874016,Nikita (La Femme Nikita) (1990),                Thriller  
199,4.175757576,"Bridge on the River Kwai, The (1957)",        Drama         War 
200,3.825242718,"Shining, The (1980)",           Horror       
201,3.516853933,Evil Dead II (1987), Action Adventure   Comedy      Horror       
202,3.764285714,Groundhog Day (1993),     Comedy         Romance    
203,3.868131868,Unforgiven (1992),                  Western
204,3.834285714,Back to the Future (1985),     Comedy          Sci-Fi   
205,3.992647059,Patton (1970),        Drama         War 
206,3.38,Akira (1988),  Adventure Animation            Sci-Fi Thriller  
207,3.818181818,Cyrano de Bergerac (1990), Action       Drama      Romance    
208,3.945,Young Frankenstein (1974),     Comedy      Horror       
209,3.905759162,This Is Spinal Tap (1984),     Comedy   Drama    Musical      
210,3.930513595,Indiana Jones and the Last Crusade (1989), Action Adventure                
211,3.912621359,M*A*S*H (1970),     Comedy            War 
212,3.456521739,"Unbearable Lightness of Being, The (1988)",        Drama          
213,3.985074627,"Room with a View, A (1986)",        Drama      Romance    
214,3.350877193,Pink Floyd - The Wall (1982),        Drama    Musical     War 
215,3.698113208,Field of Dreams (1989),        Drama          
216,3.910344828,When Harry Met Sally... (1989),     Comedy         Romance    
217,3.158333333,Bram Stoker's Dracula (1992),           Horror   Romance    
218,3.456140351,Cape Fear (1991),                Thriller  
219,3.171171171,"Nightmare on Elm Street, A (1984)",           Horror       
220,3.363636364,"Mirror Has Two Faces, The (1996)",     Comedy         Romance    
221,3.72972973,Breaking the Waves (1996),        Drama          
222,3.660273973,Star Trek: First Contact (1996), Action Adventure             Sci-Fi   
223,4.198529412,Sling Blade (1996),        Drama        Thriller  
224,3.704545455,Ridicule (1996),        Drama          
225,2.908256881,101 Dalmatians (1996),    Childrens Comedy             
226,3.355421687,Die Hard 2 (1990), Action               Thriller  
227,3.279503106,Star Trek VI: The Undiscovered Country (1991), Action Adventure             Sci-Fi   
228,3.81557377,Star Trek: The Wrath of Khan (1982), Action Adventure             Sci-Fi   
229,3.111111111,Star Trek III: The Search for Spock (1984), Action Adventure             Sci-Fi   
230,3.447236181,Star Trek IV: The Voyage Home (1986), Action Adventure             Sci-Fi   
231,2.683098592,Batman Returns (1992), Action Adventure   Comedy Crime            
232,3.207920792,Young Guns (1988), Action    Comedy             Western
233,3.290322581,Under Siege (1992), Action                 
234,3.775,Jaws (1975), Action          Horror       
235,2.847926267,Mars Attacks! (1996), Action    Comedy          Sci-Fi  War 
236,3.622222222,Citizen Ruth (1996),     Comedy   Drama          
237,3.7109375,Jerry Maguire (1996),        Drama      Romance    
238,3.875,Raising Arizona (1987),     Comedy             
239,3.513333333,Sneakers (1992),      Crime  Drama       Sci-Fi   
240,2.788461538,Beavis and Butt-head Do America (1996),   Animation  Comedy             
241,3.546875,"Last of the Mohicans, The (1992)", Action             Romance   War 
242,3.991452991,Kolya (1996),     Comedy             
243,2.439393939,Jungle2Jungle (1997),    Childrens Comedy             
244,3.166666667,Smilla's Sense of Snow (1997), Action       Drama        Thriller  
245,3.108333333,"Devil's Own, The (1997)", Action       Drama        Thriller War 
246,3.935483871,Chasing Amy (1997),        Drama      Romance    
247,1.8,Turbo: A Power Rangers Movie (1997), Action Adventure  Childrens              
248,3.675,Grosse Pointe Blank (1997),     Comedy Crime            
249,3.246153846,Austin Powers: International Man of Mystery (1997),     Comedy             
250,3.47715736,"Fifth Element, The (1997)", Action              Sci-Fi   
251,4.260869565,Shall We Dance? (1996),     Comedy             
252,2.943037975,"Lost World: Jurassic Park, The (1997)", Action Adventure             Sci-Fi Thriller  
253,3.692307692,"Pillow Book, The (1995)",        Drama      Romance    
254,2.451612903,Batman & Robin (1997), Action Adventure    Crime            
255,3.360465116,My Best Friend's Wedding (1997),     Comedy         Romance    
256,3.5625,When the Cats Away (Chacun cherche son chat) (1996),     Comedy         Romance    
257,3.745874587,Men in Black (1997), Action Adventure   Comedy          Sci-Fi   
258,3.803536346,Contact (1997),        Drama       Sci-Fi   
259,2.685185185,George of the Jungle (1997),    Childrens Comedy             
260,2.57480315,Event Horizon (1997), Action            Mystery  Sci-Fi Thriller  
261,2.558139535,Air Bud (1997),    Childrens Comedy             
262,3.712121212,In the Company of Men (1997),        Drama          
263,2.157894737,Steel (1997), Action                 
264,2.742574257,Mimic (1997),               Sci-Fi Thriller  
265,3.863436123,"Hunt for Red October, The (1990)", Action               Thriller  
266,2.714285714,Kull the Conqueror (1997), Action Adventure                
267,3.444444444,unknown,unknown                  
268,3.792156863,Chasing Amy (1997),        Drama      Romance    
269,3.926984127,"Full Monty, The (1997)",     Comedy             
270,3.595588235,Gattaca (1997),        Drama       Sci-Fi Thriller  
271,3.232227488,Starship Troopers (1997), Action Adventure             Sci-Fi  War 
272,4.262626263,Good Will Hunting (1997),        Drama          
273,3.569506726,Heat (1995), Action     Crime          Thriller  
274,3.5,Sabrina (1995),     Comedy         Romance    
275,4.01119403,Sense and Sensibility (1995),        Drama      Romance    
276,3.697986577,Leaving Las Vegas (1995),        Drama      Romance    
277,3.464788732,Restoration (1995),        Drama          
278,3.233333333,Bed of Roses (1996),        Drama      Romance    
279,3.285714286,Once Upon a Time... When We Were Colored (1995),        Drama          
280,3.188235294,Up Close and Personal (1996),        Drama      Romance    
281,3.143835616,"River Wild, The (1994)", Action               Thriller  
282,3.685344828,"Time to Kill, A (1996)",        Drama          
283,3.717514124,Emma (1996),        Drama      Romance    
284,3.160621762,Tin Cup (1996),     Comedy         Romance    
285,4.265432099,Secrets & Lies (1996),        Drama          
286,3.656964657,"English Patient, The (1996)",        Drama      Romance   War 
287,3.58974359,Marvin's Room (1996),        Drama          
288,3.441422594,Scream (1996),           Horror     Thriller  
289,2.980694981,Evita (1996),        Drama    Musical      
290,3.114583333,Fierce Creatures (1997),     Comedy             
291,3.37007874,Absolute Power (1997),             Mystery   Thriller  
292,3.666666667,Rosewood (1997),        Drama          
293,3.802721088,Donnie Brasco (1997),      Crime  Drama          
294,3.156701031,Liar Liar (1997),     Comedy             
295,3.402597403,Breakdown (1997), Action               Thriller  
296,3.333333333,"Promesse, La (1996)",        Drama          
297,3.96,Ulee's Gold (1997),        Drama          
298,3.768041237,Face/Off (1997), Action              Sci-Fi Thriller  
299,2.931506849,Hoodlum (1997),      Crime  Drama  Film-Noir        
300,3.631090487,Air Force One (1997), Action               Thriller  
301,3.304347826,In & Out (1997),     Comedy             
302,4.161616162,L.A. Confidential (1997),      Crime    Film-Noir   Mystery   Thriller  
303,3.686567164,Ulee's Gold (1997),        Drama          
304,3.536912752,Fly Away Home (1996),  Adventure  Childrens              
305,3.643678161,"Ice Storm, The (1997)",        Drama          
306,3.947916667,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",        Drama      Romance    
307,3.515957447,"Devil's Advocate, The (1997)",      Crime     Horror  Mystery   Thriller  
308,2.966666667,FairyTale: A True Story (1997),    Childrens    Drama Fantasy         
309,2.857142857,Deceiver (1997),      Crime            
310,3.6,"Rainmaker, The (1997)",        Drama          
311,3.68,"Wings of the Dove, The (1997)",        Drama      Romance  Thriller  
312,3.1625,Midnight in the Garden of Good and Evil (1997),     Comedy Crime  Drama     Mystery     
313,4.245714286,Titanic (1997), Action       Drama      Romance    
314,1,3 Ninjas: High Noon At Mega Mountain (1998), Action   Childrens              
315,4.1,Apt Pupil (1998),        Drama        Thriller  
316,4.196428571,As Good As It Gets (1997),     Comedy   Drama          
317,3.911764706,In the Name of the Father (1993),        Drama          
318,4.466442953,Schindler's List (1993),        Drama         War 
319,3.273809524,Everyone Says I Love You (1996),     Comedy       Musical  Romance    
320,4.05,Paradise Lost: The Child Murders at Robin Hood Hills (1996),       Documentary           
321,3.130177515,Mother (1996),     Comedy             
322,3.087155963,Murder at 1600 (1997),             Mystery   Thriller  
323,2.933333333,Dante's Peak (1997), Action               Thriller  
324,3.136,Lost Highway (1997),             Mystery     
325,2.546875,Crash (1996),        Drama        Thriller  
326,3.36,G.I. Jane (1997), Action       Drama         War 
327,3.377142857,Cop Land (1997),      Crime  Drama     Mystery     
328,3.423728814,Conspiracy Theory (1997), Action            Mystery Romance  Thriller  
329,3.333333333,Desperate Measures (1998),      Crime  Drama        Thriller  
330,3.024390244,187 (1997),        Drama          
331,3.539823009,"Edge, The (1997)",  Adventure              Thriller  
332,3.461538462,Kiss the Girls (1997),      Crime  Drama        Thriller  
333,3.593625498,"Game, The (1997)",             Mystery   Thriller  
334,3.359375,U Turn (1997), Action     Crime       Mystery     
335,2.761904762,How to Be a Player (1997),     Comedy             
336,2.627906977,Playing God (1997),      Crime          Thriller  
337,3,"House of Yes, The (1997)",     Comedy   Drama        Thriller  
338,2.659340659,Bean (1997),     Comedy             
339,3.255319149,Mad City (1997), Action       Drama          
340,3.587301587,Boogie Nights (1997),        Drama          
341,3.090909091,Critical Care (1997),     Comedy             
342,2.923076923,"Man Who Knew Too Little, The (1997)",     Comedy        Mystery     
343,3.096774194,Alien: Resurrection (1997), Action          Horror    Sci-Fi   
344,3.654545455,"Apostle, The (1997)",        Drama          
345,3.4,Deconstructing Harry (1997),     Comedy   Drama          
346,3.642857143,Jackie Brown (1997),      Crime  Drama          
347,3.510948905,Wag the Dog (1997),     Comedy   Drama          
348,3.296296296,Desperate Measures (1998),      Crime  Drama        Thriller  
349,2.903225806,Hard Rain (1998), Action               Thriller  
350,3.146341463,Fallen (1998), Action            Mystery   Thriller  
351,2.7,"Prophecy II, The (1998)",           Horror       
352,2.115384615,Spice World (1997),     Comedy       Musical      
353,2.428571429,Deep Rising (1998), Action          Horror    Sci-Fi   
354,3.486111111,"Wedding Singer, The (1998)",     Comedy         Romance    
355,2.926829268,Sphere (1998),  Adventure             Sci-Fi Thriller  
356,3.381443299,"Client, The (1994)",        Drama     Mystery   Thriller  
357,4.291666667,One Flew Over the Cuckoo's Nest (1975),        Drama          
358,2.615384615,Spawn (1997), Action Adventure             Sci-Fi Thriller  
359,3.5,"Assignment, The (1997)",                Thriller  
360,3.2,Wonderland (1997),       Documentary           
361,3.5,Incognito (1997),      Crime          Thriller  
362,2.821428571,Blues Brothers 2000 (1998), Action    Comedy       Musical      
363,2.723404255,Sudden Death (1995), Action                 
364,2.675675676,Ace Ventura: When Nature Calls (1995),     Comedy             
365,3.208333333,Powder (1995),        Drama          
366,3.340425532,Dangerous Minds (1995),        Drama          
367,3.458823529,Clueless (1995),     Comedy             
368,1.903225806,Bio-Dome (1996),     Comedy             
369,2.636363636,Black Sheep (1996),     Comedy             
370,2.820512821,Mary Reilly (1996),        Drama        Thriller  
371,3.164179104,"Bridges of Madison County, The (1995)",        Drama      Romance    
372,3.529411765,Jeffrey (1995),     Comedy             
373,2.897435897,Judge Dredd (1995), Action Adventure             Sci-Fi   
374,2.272727273,Mighty Morphin Power Rangers: The Movie (1995), Action   Childrens              
375,1.956521739,Showgirls (1995),        Drama          
376,2.833333333,Houseguest (1994),     Comedy             
377,2.153846154,Heavyweights (1994),    Childrens Comedy             
378,3.722772277,Miracle on 34th Street (1994),        Drama          
379,2.976744186,Tales From the Crypt Presents: Demon Knight (1995),           Horror       
380,3.336206897,Star Trek: Generations (1994), Action Adventure             Sci-Fi   
381,3.55,Muriel's Wedding (1994),     Comedy         Romance    
382,3.594594595,"Adventures of Priscilla, Queen of the Desert, The (1994)",     Comedy   Drama          
383,2.064516129,"Flintstones, The (1994)",    Childrens Comedy             
384,2.782608696,Naked Gun 33 1/3: The Final Insult (1994),     Comedy             
385,3.5625,True Lies (1994), Action Adventure   Comedy         Romance    
386,2.816091954,Addams Family Values (1993),     Comedy             
387,3.384615385,"Age of Innocence, The (1993)",        Drama          
388,2.392857143,Beverly Hills Cop III (1994), Action    Comedy             
389,3.444444444,Black Beauty (1994),  Adventure  Childrens              
390,3.2,Fear of a Black Hat (1993),     Comedy             
391,2.745762712,Last Action Hero (1993), Action    Comedy             
392,3.544117647,"Man Without a Face, The (1993)",        Drama          
393,3.411458333,Mrs. Doubtfire (1993),     Comedy             
394,3.333333333,Radioland Murders (1994),     Comedy        Mystery Romance    
395,2.589285714,Robin Hood: Men in Tights (1993),     Comedy             
396,2.814814815,Serial Mom (1994),     Comedy Crime     Horror       
397,2.583333333,Striking Distance (1993), Action                 
398,2.076923077,Super Mario Bros. (1993), Action Adventure  Childrens           Sci-Fi   
399,3.303370787,"Three Musketeers, The (1993)", Action Adventure   Comedy             
400,2.722222222,"Little Rascals, The (1994)",    Childrens Comedy             
401,2.802631579,"Brady Bunch Movie, The (1995)",     Comedy             
402,3.464705882,Ghost (1990),     Comedy         Romance  Thriller  
403,3.427860697,Batman (1989), Action Adventure    Crime  Drama          
404,3.673267327,Pinocchio (1940),   Animation Childrens              
405,3.313953488,Mission: Impossible (1996), Action Adventure           Mystery     
406,2.448979592,Thinner (1996),           Horror     Thriller  
407,2.511627907,Spy Hard (1996),     Comedy             
408,4.491071429,"Close Shave, A (1995)",   Animation  Comedy           Thriller  
409,3.142857143,Jack (1996),     Comedy   Drama          
410,3.12962963,Kingpin (1996),     Comedy             
411,2.914110429,"Nutty Professor, The (1996)",     Comedy    Fantasy     Romance Sci-Fi   
412,2.397849462,"Very Brady Sequel, A (1996)",     Comedy             
413,2.636363636,Tales from the Crypt Presents: Bordello of Blood (1996),           Horror       
414,3.532258065,My Favorite Year (1982),     Comedy             
415,2.84,"Apple Dumpling Gang, The (1975)",    Childrens Comedy             Western
416,3.484375,Old Yeller (1957),    Childrens    Drama          
417,3.095890411,"Parent Trap, The (1961)",    Childrens    Drama          
418,3.581395349,Cinderella (1950),   Animation Childrens        Musical      
419,3.724719101,Mary Poppins (1964),    Childrens Comedy       Musical      
420,3.666666667,Alice in Wonderland (1951),   Animation Childrens        Musical      
421,3.594339623,William Shakespeare's Romeo and Juliet (1996),        Drama      Romance    
422,2.846153846,Aladdin and the King of Thieves (1996),   Animation Childrens Comedy             
423,3.833333333,E.T. the Extra-Terrestrial (1982),    Childrens    Drama Fantasy      Sci-Fi   
424,1.315789474,Children of the Corn: The Gathering (1996),           Horror       
425,3.741176471,Bob Roberts (1992),     Comedy             
426,2.84375,"Transformers: The Movie, The (1986)", Action  Animation Childrens           Sci-Fi Thriller War 
427,4.292237443,To Kill a Mockingbird (1962),        Drama          
428,3.818181818,Harold and Maude (1971),     Comedy             
429,3.93814433,"Day the Earth Stood Still, The (1951)",        Drama       Sci-Fi   
430,4,Duck Soup (1933),     Comedy            War 
431,3.535947712,Highlander (1986), Action Adventure                
432,3.770114943,Fantasia (1940),   Animation Childrens        Musical      
433,3.69005848,Heathers (1989),     Comedy             
434,3.835820896,Forbidden Planet (1956),               Sci-Fi   
435,3.949074074,Butch Cassidy and the Sundance Kid (1969), Action    Comedy             Western
436,3.535353535,"American Werewolf in London, An (1981)",           Horror       
437,1,Amityville 1992: It's About Time (1992),           Horror       
438,1.166666667,Amityville 3-D (1983),           Horror       
439,1,Amityville: A New Generation (1993),           Horror       
440,1.642857143,Amityville II: The Possession (1982),           Horror       
441,2.566037736,"Amityville Horror, The (1979)",           Horror       
442,1.25,"Amityville Curse, The (1990)",           Horror       
443,3.808641975,"Birds, The (1963)",           Horror       
444,2.717391304,"Blob, The (1958)",           Horror    Sci-Fi   
445,3.5,"Body Snatcher, The (1945)",           Horror       
446,2.444444444,Burnt Offerings (1976),           Horror       
447,3.504132231,Carrie (1976),           Horror       
